QUEST_LV_0500_20190509_000001	누군가는 해야 할 일이면 다른 사람이 했으면 좋겠어요.{nl}왜 저한태 이런 걸 시키는 걸까요.	케도라 상단원 이네타
QUEST_LV_0500_20230130_002422	영주님이 아시기 전에 처리해주셔야 합니다.{nl}더 이상 일이 늘어나면 곤란합니다.	영주 호위병
QUEST_LV_0500_20230130_002423	파이드 파이터 마스터님은 오르샤에서 멀지 않은 이사우고티 숲에 잠시 와 계시니, 가서 만나보시기 바랍니다.	플로아나
QUEST_LV_0500_20230130_002424	오르샤로 돌아가야하는데...{nl}어떻게 해야지?	고립된 학자
QUEST_LV_0500_20230130_002425	영주의 조언	
QUEST_LV_0500_20230130_002426	기도를 드려보겠다고 한다.	
QUEST_LV_0500_20230130_002427	잠시 생각을 해보겠다고 한다.	
QUEST_LV_0500_20230130_002428	단서는 노바하에	
QUEST_LV_0500_20230130_002429	답을 알려달라고 한다.	
QUEST_LV_0500_20230130_002430	들을 준비를 하고 온다고 한다.	
QUEST_LV_0500_20230130_002431	쇠약한 소녀, 로제	
QUEST_LV_0500_20230130_002432	오랜만이라고 한다.	
QUEST_LV_0500_20230130_002433	누군지 기억이 안난다고 한다.	
QUEST_LV_0500_20230130_002434	붉은 고사리	
QUEST_LV_0500_20230130_002435	주시자에 대해서 아는 것이 있냐고 묻는다.	
QUEST_LV_0500_20230130_002436	주시자에 대한 것 말고는 관심이 없다고 한다.	
QUEST_LV_0500_20230130_002437	왜 이 곳에 있는지 물어본다.	
QUEST_LV_0500_20230130_002438	안전한 곳으로	
QUEST_LV_0500_20230130_002439	고생한 그들을 위해	
QUEST_LV_0500_20230130_002440	구해오겠다고 말한다.	
QUEST_LV_0500_20230130_002441	로제의 기억	
QUEST_LV_0500_20230130_002442	주시자에 대해서 묻는다.	
QUEST_LV_0500_20230130_002443	마음의 준비를 하고 온다고 한다.	
QUEST_LV_0500_20230130_002444	기억을 따라서	
QUEST_LV_0500_20230130_002445	단단히 준비하고 온다고 한다.	
QUEST_LV_0500_20230130_002446	단서는 서고 안에	
QUEST_LV_0500_20230130_002447	로제의 의견을 들어보라고 한다.	
QUEST_LV_0500_20230130_002448	너무 오지랖이 넓다고 꾸짖는다.	
QUEST_LV_0500_20230130_002449	고통받는 로제	
QUEST_LV_0500_20230130_002450	약탈은 약탈로	
QUEST_LV_0500_20230130_002451	흐린 흔적(1)	
QUEST_LV_0500_20230130_002452	나도 느끼고 있다고 말한다.	
QUEST_LV_0500_20230130_002453	안정을 취해야한다고 말한다.	
QUEST_LV_0500_20230130_002454	흐린 흔적(2)	
QUEST_LV_0500_20230130_002455	아직은 좀 더 쉬어야 한다고 한다.	
QUEST_LV_0500_20230130_002456	곡조의 주인을 찾아서	
QUEST_LV_0500_20230130_002457	피리에 대한 정보를 찾아보겠다고 한다.	
QUEST_LV_0500_20230130_002458	파괴의 곡조	
QUEST_LV_0500_20230130_002459	로제에게 받은 물품을 건넨다.	
QUEST_LV_0500_20230130_002460	좀 있다가 다시 온다고 한다.	
QUEST_LV_0500_20230130_002461	깨어난 데블글로브	
QUEST_LV_0500_20230130_002462	파괴하겠다고 한다.	
QUEST_LV_0500_20230130_002463	불길한 느낌이 든다고 한다.	
QUEST_LV_0500_20230130_002464	기도실 안으로	
QUEST_LV_0500_20230130_002465	기도실 수색(1)	
QUEST_LV_0500_20230130_002466	기도실 수색(2)	
QUEST_LV_0500_20230130_002467	한심한 모습에 도와줄 마음이 사라졌다고 한다.	
QUEST_LV_0500_20230130_002468	두 개의 봉인석(1)	
QUEST_LV_0500_20230130_002469	위험하니 만지지 말라고 한다.	
QUEST_LV_0500_20230130_002470	두 개의 봉인석(2)	
QUEST_LV_0500_20230130_002471	상처를 먼저 치료해야한다고 한다.	
QUEST_LV_0500_20230130_002472	구원받지 못한 자	
QUEST_LV_0500_20230130_002473	영혼의 절규	
QUEST_LV_0500_20230130_002474	바쁘니 나중에 이야기하자고 한다.	
QUEST_LV_0500_20230130_002475	구원의 향로	
QUEST_LV_0500_20230130_002476	해결하겠다고 한다.	
QUEST_LV_0500_20230130_002477	다른 일을 하고 오겠다고 한다.	
QUEST_LV_0500_20230130_002478	부베 처치 공고	
QUEST_LV_0500_20230130_002479	부베를 처리하러 간다.	
QUEST_LV_0500_20230130_002480	다른 일을 처리하러 간다.	
QUEST_LV_0500_20230130_002481	포쿠부 송곳니 구합니다!	
QUEST_LV_0500_20230130_002482	구해서 전해주도록 한다.	
QUEST_LV_0500_20230130_002483	다른 일이 우선이라고 한다.	
QUEST_LV_0500_20230130_002484	상인은 이익을 놓치지 않는다(1)	
QUEST_LV_0500_20230130_002485	돕는다고 한다.	
QUEST_LV_0500_20230130_002486	바빠서 다른 사람에게 부탁하라고 한다.	
QUEST_LV_0500_20230130_002487	상인은 이익을 놓치지 않는다(2)	
QUEST_LV_0500_20230130_002488	다른 일을 해야한다고 한다.	
QUEST_LV_0500_20230130_002489	고립무원	
QUEST_LV_0500_20230130_002490	알아서 하라고 한다.	
QUEST_LV_0500_20230130_002491	기도실의 비밀(1)	
QUEST_LV_0500_20230130_002492	확인해본다.	
QUEST_LV_0500_20230130_002493	신경쓰지 않고 돌아간다.	
QUEST_LV_0500_20230130_002494	기도실의 비밀(2)	
QUEST_LV_0500_20230130_002495	오르샤의 영주 이네사 헤먼데일과 이야기하기	
QUEST_LV_0500_20230130_002496	주시자의 흔적을 찾을 수 있는 방법이 없을까?{nl}오르샤의 영주 이네사 헤먼데일과 이야기를 해보자.	
QUEST_LV_0500_20230130_002497	여신 아우슈리네의 상으로 가서 기도하기	
QUEST_LV_0500_20230130_002498	오르샤의 영주 이네사 헤먼데일은 계시자인 당신에게 기도를 드리면 무언가 답을 해줄지도 모른다고 한다.{nl}여신 아우슈리네의 상으로 가서 기도를 드려보자.	
QUEST_LV_0500_20230130_002499	여신 라이마와 이야기하기	
QUEST_LV_0500_20230130_002500	오르샤의 여신상에서 기도를 드리니, 네링가가 찾아와 라이마 여신이 찾는다고 한다.{nl}무슨 일인지 여신 라이마와 이야기를 하자.	
QUEST_LV_0500_20230130_002501	여신상으로 가서 노바하로 가기	
QUEST_LV_0500_20230130_002502	여신 라이마는 준비가 되면 여신상으로 가서 노바하로 떠나라고 한다.{nl} 준비를 마치고 라이마의 성소에 있는 여신상으로 가자	
QUEST_LV_0500_20230130_002503	에드문다스와 대화하기	
QUEST_LV_0500_20230130_002504	라이마 여신은 노바하에 주시자를 찾을 수 있는 단서가 있다고 한다.{nl}그런데 익숙한 얼굴이 보이는 거 같은데...?	
QUEST_LV_0500_20230130_002505	나타난 부베 처치	
QUEST_LV_0500_20230130_002506	습격해온 부베를 모두 처리했다.{nl}에드문다스와 이야기해보자.	
QUEST_LV_0500_20230130_002507	붉은 고사리 채집하기	
QUEST_LV_0500_20230130_002508	에드문다스에게 그 동안의 이야기를 들었다.{nl}로제를 위한 치료제를 만들기 위해서 붉은 고사리가 필요하다고 한다.{nl}붉은 고사리를 캐자.	
QUEST_LV_0500_20230130_002509	필요한 만큼 고사리를 캔 거 같다.{nl}에드문다스에게 말을 걸어보자.	
QUEST_LV_0500_20230130_002510	붉은 고사리 채집	
QUEST_LV_0500_20230130_002511	에드문다스와 이야기하기	
QUEST_LV_0500_20230130_002512	약의 재료인 붉은 고사리를 모두 구했다.{nl}에드문다스와 이야기를 하자.	
QUEST_LV_0500_20230130_002513	안전한 곳으로 이동하기	
QUEST_LV_0500_20230130_002514	붉은 고사리로 약을 지을 안전한 곳을 가야한다고 한다.{nl}안전한 곳으로 이동하자.	
QUEST_LV_0500_20230130_002515	에드문다스와 로제가 무사히 도착한 거 같다.{nl}에드문다스에게 말을 걸자.	
QUEST_LV_0500_20230130_002516	약을 제조한 에드문다스에게 말을 걸어보자.	
QUEST_LV_0500_20230130_002517	포악한 포쿠부를 잡아 고기를 얻기	
QUEST_LV_0500_20230130_002518	에드문다스는 로제를 챙기는 동안 정작 자신은 아무것도 못 먹은 모양이다.{nl}본원 휴게소의 포악한 포쿠부를 잡아 에드문다스와 로제에게 먹일 고기를 얻어오자.	
QUEST_LV_0500_20230130_002519	에드문다스와 로제를 먹일 고기를 가져왔다.{nl} 에드문다스와 이야기를 하자.	
QUEST_LV_0500_20230130_002520	로제와 이야기하기	
QUEST_LV_0500_20230130_002521	로제가 음식과 약을 먹고 어느 정도 기운을 차린 거 같다.{nl}로제와 이야기를 해보자.	
QUEST_LV_0500_20230130_002522	로제는 과거에 노바하에 있었던 일을 이야기해주었다.{nl}자신이 주시자가 있는 곳으로 안내해준다고 한다.	
QUEST_LV_0500_20230130_002523	로제는 주시자의 위치에 대해서 아는 듯한 모양이다.{nl}좀 더 이야기를 해보자.	
QUEST_LV_0500_20230130_002524	본원 예배당으로 이동하기	
QUEST_LV_0500_20230130_002525	에드문다스는 로제가 가겠다면 자신도 가겠다면서, 따라오기로 했다.{nl}본원 예배당으로 이동하자.	
QUEST_LV_0500_20230130_002526	에드문다스는 가겠다면 자신도 가겠다면서, 따라가기로 했다.{nl}본원 예배당으로 이동하자.	
QUEST_LV_0500_20230130_002527	부바스 처치	
QUEST_LV_0500_20230130_002528	본원 예배당에서 나타난 부바스를 처치했다.{nl}에드문다스는 심상치 않은 것을 느꼈는지 할 말이 있는 거 같다.{nl}에드문다스와 이야기하자.	
QUEST_LV_0500_20230130_002529	로제와 대화하기	
QUEST_LV_0500_20230130_002530	에드문다스는 여동생이 서고로 가는 것에 불안함을 느끼고 있다.{nl}로제에게 이것에 대해서 이야기하자.	
QUEST_LV_0500_20230130_002531	로제는 자신만이 할 수 있는 일이라며 단호하게 이야기하고 있다.{nl}에드문다스에게 이것에 대해서 말을 해주자.	
QUEST_LV_0500_20230130_002532	노바하 서고로 가기	
QUEST_LV_0500_20230130_002533	부바스를 쓰러뜨리고, 에드문다스와 로제를 데리고, 노바하 서고로 간다.	
QUEST_LV_0500_20230130_002534	노바하 서고에 도착하자마자 로제는 많이 힘들어하는 거 같다.{nl}괜찮은 걸까?{nl}로제와 이야기를 해보자.	
QUEST_LV_0500_20230130_002535	로제의 상태가 좋지 않아보인다.{nl}할 수 있는 일이 없을까?	
QUEST_LV_0500_20230130_002536	부베를 처치하고, 약탈한 물건들 가져오기	
QUEST_LV_0500_20230130_002537	로제의 상태가 좋지 않아, 주변을 보니 부베들이 약탈한 물건들이 쌓여있는 것을 보았다.{nl}물건들을 확인해서 로제에게 도움이 될만한 것이 있는지 찾아보자.	
QUEST_LV_0500_20230130_002538	부베가 약탈한 물건에서 로제에게 먹일 만한 것들이 발견되었다.{nl}로제에게 돌아가자.	
QUEST_LV_0500_20230130_002539	마차 안에서 로제가 먹을 만한 것을 가져오기	
QUEST_LV_0500_20230130_002540	로제가 가져온 것을 먹고 힘이 난 모양이다.{nl}로제와 이야기를 해보자.	
QUEST_LV_0500_20230130_002541	습격한 부베 처치하기	
QUEST_LV_0500_20230130_002542	로제가 안내하려고 하던 중에 갑자기 부베들이 습격했다.{nl}부베들을 모두 처치하자.	
QUEST_LV_0500_20230130_002543	부베들을 모두 처치했다.{nl}로제와 이야기를 하자.	
QUEST_LV_0500_20230130_002544	습격해온 부베 처치	
QUEST_LV_0500_20230130_002545	로제와 에드문다스를 습격한 부베 무리를 처치했다.{nl}로제에게 말을 걸어보자.	
QUEST_LV_0500_20230130_002546	흔적 조사하기	
QUEST_LV_0500_20230130_002547	쉬던 로제는 서고에 있는 흔적들을 따라가면 무언가 알 수 있다고 한다.{nl}로제를 따라서 조사를 해보자.	
QUEST_LV_0500_20230130_002548	로제의 상태를 확인하기	
QUEST_LV_0500_20230130_002549	흔적을 따라간 곳에는 거대한 캡슐 안에 있는 장갑이 있었다.{nl}이건 뭘까?{nl}우선 로제와 이야기를 해보자.	
QUEST_LV_0500_20230130_002550	로제가 부베들과 싸우는 동안 무언가 발견한 모양이다.{nl}로제와 이야기를 해보자.	
QUEST_LV_0500_20230130_002551	로제에 대해서 오빠인 에드문다스는 걱정이 이만저만이 아닌 모양이다.{nl}에드문다스와 이야기하자.	
QUEST_LV_0500_20230130_002552	오르샤의 마법협회 플로아나와 이야기하기	
QUEST_LV_0500_20230130_002553	피리에 대해서 잘 알 법한 사람은 보통 마법협회 쪽의 사람일 것이다.{nl}마법협회의 플로아나와 이야기를 해보자.	
QUEST_LV_0500_20230130_002554	오르샤 마법협회의 플로아나와 대화하기	
QUEST_LV_0500_20230130_002555	오르샤의 마법협회라면 피리에 대한 정보를 알 수 있을 지도 모른다.{nl}플로아나와 대화를 해보자.	
QUEST_LV_0500_20230130_002556	이사우고티 숲에 있는 파이드파이퍼 마스터 요가일라 찾아가기	
QUEST_LV_0500_20230130_002557	플로아나는 파이드파이퍼 마스터라면 피리에 대해서 자세히 알 수 있다고 말한다.{nl}이사우고티 숲에 있는 파이드파이퍼 마스터를 만나자.	
QUEST_LV_0500_20230130_002558	파이드 파이퍼 마스터가 피리에 대한 이야기를 해주고, 새로운 피리를 건네주었다.{nl}노바하 서고로 돌아가자.	
QUEST_LV_0500_20230130_002559	로제는 고통에 힘들어하고 있다.{nl}로제와 이야기하자.	
QUEST_LV_0500_20230130_002560	데블 글로브가 들어있는 캡슐 파괴하기	
QUEST_LV_0500_20230130_002561	로제는 캡슐을 파괴하면 정신이 맑아질 거라고 한다.{nl}요가일라가 준 파괴의 곡조를 사용해보자.	
QUEST_LV_0500_20230130_002562	로제를 주시자와 블랙 데블글로브가 잡아갔다.{nl}그들을 쫓아가자.	
QUEST_LV_0500_20230130_002563	에드문다스 쫓아가기	
QUEST_LV_0500_20230130_002564	동생인 로제가 잡혀가는 모습을 본 에드문다스는 이성을 잃고, 참회의 기도실로 달려갔다.{nl}그를 뒤쫓아 가자.	
QUEST_LV_0500_20230130_002565	에드문다스를 습격한 부베 처치하기	
QUEST_LV_0500_20230130_002566	에드문다스를 뒤쫓으니 부베에게 공격당하고 있었다.{nl}부베를 처치하고 그를 구하자.	
QUEST_LV_0500_20230130_002567	습격한 부베 처치	
QUEST_LV_0500_20230130_002568	에드문다스는 낙심한 듯하다.{nl}그에게 말을 걸어보자.	
QUEST_LV_0500_20230130_002569	로제를 찾기	
QUEST_LV_0500_20230130_002570	에드문다스에게 힘을 빌려준다고 하니, 에드문다스가 다시 힘을 낸 모양이다.{nl}이 기세로 로제를 찾아보자.	
QUEST_LV_0500_20230130_002571	가로막힌 장벽을 해결할 방법을 찾아야 한다.{nl}에드문다스와 이야기를 해보자.	
QUEST_LV_0500_20230130_002572	에드문다스가 무언가를 발견한 모양이다.{nl}그와 이야기를 나눠보자.	
QUEST_LV_0500_20230130_002573	제 1 기도실의 봉인석 파괴하기	
QUEST_LV_0500_20230130_002574	에드문다스가 읽은 스크롤에는 두 개의 봉인석을 파괴하라고 한다.{nl}먼저 왼쪽에 있는 봉인석부터 파괴를 하자.	
QUEST_LV_0500_20230130_002575	제1기도실의 봉인석 파괴하기	
QUEST_LV_0500_20230130_002576	왼쪽의 결계석을 파괴하는데 성공했다.{nl}에드문다스는 괜찮은 걸까?{nl}그와 대화를 해보자.	
QUEST_LV_0500_20230130_002577	제 2 기도실의 봉인석 파괴하기	
QUEST_LV_0500_20230130_002578	에드문다스는 힘들지만 어서 가서 봉인석을 파괴하자고 말한다.{nl}오른쪽의 봉인석을 파괴하자.	
QUEST_LV_0500_20230130_002579	제2기도실의 봉인석 파괴하기	
QUEST_LV_0500_20230130_002580	결계가 파괴되었다.{nl}결계 너머에 로제가 있을 테니 이제 로제를 구하러 가보자.	
QUEST_LV_0500_20230130_002581	실의에 빠진 에드문다스와 이야기하기	
QUEST_LV_0500_20230130_002582	로제의 죽음에 애통해하는 에드문다스...{nl}그와 이야기를 하자.	
QUEST_LV_0500_20230130_002583	오르샤의 영주 호위병과 이야기하기	
QUEST_LV_0500_20230130_002584	영주 호위병이 나를 급하게 찾는 모양이다.{nl}무슨 일인지 알아보자.	
QUEST_LV_0500_20230130_002585	큐폴 루타와 이야기하기	
QUEST_LV_0500_20230130_002586	오르샤 경비병의 말로는 노바하 일대에 소녀의 비명 소리가 밤마다 울린다고 한다.{nl}아우슈리네 여신이 준 호리병에서 무언가 문제가 생긴 모양이다.{nl}참회의 기도실로 가자.	
